"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2105437";"SETOPERONE";"R 52,245|R-52245|SETOPERONA|SETOPERONE";"R 52,245|R-52245";"2.0";"";"'-perone'";"1985";"antianxiety agents/neuroleptics (4'-fluoro-4-piperidinobutyrophenone derivatives)";"'-perone(-perone)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2";"InChI=1S/C21H24FN3O2S/c1-14-18(20(27)25-12-13-28-21(25)23-14)8-11-24-9-6-16(7-10-24)19(26)15-2-4-17(22)5-3-15/h2-5,16H,6-13H2,1H3";"False";"0"
"CHEMBL436559";"CARIPORIDE";"CARIPORIDA|CARIPORIDE";"";"2.0";"";"";"2000";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)c1ccc(C(=O)N=C(N)N)cc1S(C)(=O)=O";"InChI=1S/C12H17N3O3S/c1-7(2)9-5-4-8(11(16)15-12(13)14)6-10(9)19(3,17)18/h4-7H,1-3H3,(H4,13,14,15,16)";"False";"0"
"CHEMBL223824";"MOZENAVIR";"DMP-450|MOZENAVIR";"DMP-450";"2.0";"";"'-vir'";"";"antivirals: HIV protease inhibitors (saquinavir type)";"'-vir(-vir (-navir))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Nc1cccc(CN2C(=O)N(Cc3cccc(N)c3)[C@H](Cc3ccccc3)[C@H](O)[C@@H](O)[C@H]2Cc2ccccc2)c1";"InChI=1S/C33H36N4O3/c34-27-15-7-13-25(17-27)21-36-29(19-23-9-3-1-4-10-23)31(38)32(39)30(20-24-11-5-2-6-12-24)37(33(36)40)22-26-14-8-16-28(35)18-26/h1-18,29-32,38-39H,19-22,34-35H2/t29-,30-,31+,32+/m1/s1";"False";"0"
"CHEMBL339133";"LOMEGUATRIB";"LOMEGUATRIB|O6-(4-BROMOTHENYL)GUANINE|PATRIN-2";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Nc1nc(OCc2cc(Br)cs2)c2[nH]cnc2n1";"InChI=1S/C10H8BrN5OS/c11-5-1-6(18-3-5)2-17-9-7-8(14-4-13-7)15-10(12)16-9/h1,3-4H,2H2,(H3,12,13,14,15,16)";"False";"0"
"CHEMBL2104978";"PELIGLITAZAR";"BMS-426707-1|PELIGLITAZAR";"BMS-426707-1";"2.0";"";"'-glitazar'";"2005";"peroxisome proliferator activating receptor (PPAR) agonists (not thiazolidene derivatives)";"'-glitazar(-glitazar)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc(OC(=O)N(CC(=O)O)[C@@H](C)c2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1";"InChI=1S/C30H30N2O7/c1-20(32(19-28(33)34)30(35)39-26-15-13-24(36-3)14-16-26)22-9-11-25(12-10-22)37-18-17-27-21(2)38-29(31-27)23-7-5-4-6-8-23/h4-16,20H,17-19H2,1-3H3,(H,33,34)/t20-/m0/s1";"False";"0"
"CHEMBL92590";"ACETAMINOSALOL";"ACETAMINOSALOL|NSC-757877";"NSC-757877";"2.0";"";"'-alol; -sal-'";"";"combined alpha and beta blockers; anti-inflammatory agents (salicylic acid derivatives)";"'-alol(-alol); -sal-(-sal-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)Nc1ccc(OC(=O)c2ccccc2O)cc1";"InChI=1S/C15H13NO4/c1-10(17)16-11-6-8-12(9-7-11)20-15(19)13-4-2-3-5-14(13)18/h2-9,18H,1H3,(H,16,17)";"False";"0"
"CHEMBL2105593";"SECLAZONE";"NSC-294833|SECLAZONA|SECLAZONE|W-2352|W-2354";"NSC-294833|W-2352|W-2354";"2.0";"";"";"1972";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"O=C1c2cc(Cl)ccc2OC2CCON12";"InChI=1S/C10H8ClNO3/c11-6-1-2-8-7(5-6)10(13)12-9(15-8)3-4-14-12/h1-2,5,9H,3-4H2";"False";"0"
"CHEMBL113278";"MEDROXALOL";"MEDROXALOL|RMI 81,968|RMI 81968|RMI-81,968|RMI-81968";"RMI 81,968|RMI 81968|RMI-81968";"2.0";"";"'-alol'";"1979";"combined alpha and beta blockers";"'-alol(-alol)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(CCc1ccc2c(c1)OCO2)NCC(O)c1ccc(O)c(C(N)=O)c1";"InChI=1S/C20H24N2O5/c1-12(2-3-13-4-7-18-19(8-13)27-11-26-18)22-10-17(24)14-5-6-16(23)15(9-14)20(21)25/h4-9,12,17,22-24H,2-3,10-11H2,1H3,(H2,21,25)";"False";"0"
"CHEMBL3084803";"ASTROMICIN";"ASTROMICIN|ASTROMICINA|ASTROMICINE";"";"2.0";"";"'-micin'";"1980";"antibiotics (Micromonospora strains)";"'-micin(-micin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CO[C@H]1[C@@H](O)[C@H](N)[C@@H](O[C@H]2O[C@H]([C@H](C)N)CC[C@H]2N)[C@H](O)[C@@H]1N(C)C(=O)CN";"InChI=1S/C17H35N5O6/c1-7(19)9-5-4-8(20)17(27-9)28-15-11(21)13(24)16(26-3)12(14(15)25)22(2)10(23)6-18/h7-9,11-17,24-25H,4-6,18-21H2,1-3H3/t7-,8+,9-,11-,12-,13-,14+,15+,16+,17+/m0/s1";"False";"0"
"CHEMBL1443577";"SULFACHLORPYRIDAZINE";"NEFROSUL|NSC-757858|SONILYN|SULFACHLOROPYRIDAZINE|SULFACHLOROPYRIDIZINE|SULFACHLORPYRIDAZINE|SULFACLORPIRIDAZINA";"NSC-757858";"2.0";"";"'sulfa-'";"";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Nc1ccc(S(=O)(=O)Nc2ccc(Cl)nn2)cc1";"InChI=1S/C10H9ClN4O2S/c11-9-5-6-10(14-13-9)15-18(16,17)8-3-1-7(12)2-4-8/h1-6H,12H2,(H,14,15)";"False";"0"
"CHEMBL444480";"THIODIGLYCOL";"2,2'-THIODIETHANOL|NSC-6289|THIODIGLYCOL|TIODIGLICOL";"NSC-6289";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"OCCSCCO";"InChI=1S/C4H10O2S/c5-1-3-7-4-2-6/h5-6H,1-4H2";"False";"0"
"CHEMBL518043";"FEDOVAPAGON";"FEDOVAPAGON|VA-106483";"VA-106483";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"Cc1cc(C(=O)N2CCCCc3ccccc32)ccc1CNC(=O)N1CCC[C@H]1C(=O)N(C)C";"InChI=1S/C27H34N4O3/c1-19-17-21(25(32)30-15-7-6-10-20-9-4-5-11-23(20)30)13-14-22(19)18-28-27(34)31-16-8-12-24(31)26(33)29(2)3/h4-5,9,11,13-14,17,24H,6-8,10,12,15-16,18H2,1-3H3,(H,28,34)/t24-/m0/s1";"False";"0"
"CHEMBL1908323";"LEVOMETHORPHAN";"IDS-NL-004|IDS-NL-005|L-METHORPHAN|LEVOMETHORPHAN|LEVOMETHORPHAN SOLUTION|LEVOMETHORPHANE|LEVOMETORFANO";"IDS-NL-004|IDS-NL-005";"2.0";"";"'-orphan'";"";"narcotic antagonists/agonists (morphinan derivatives)";"'-orphan(-orphan)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"COc1ccc2c(c1)[C@@]13CCCC[C@H]1[C@@H](C2)N(C)CC3";"InChI=1S/C18H25NO/c1-19-10-9-18-8-4-3-5-15(18)17(19)11-13-6-7-14(20-2)12-16(13)18/h6-7,12,15,17H,3-5,8-11H2,1-2H3/t15-,17+,18+/m0/s1";"False";"0"
"CHEMBL3989526";"AMCINAFIDE";"AMCINAFIDA|AMCINAFIDE|NSC-37641|SQ 15,112|SQ-15112|TRIAMCINOLONE ACETOPHENONIDE";"NSC-37641|SQ 15,112|SQ-15112";"2.0";"";"";"1970";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"C[C@@]1(c2ccccc2)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1";"InChI=1S/C29H33FO6/c1-25-12-11-19(32)13-18(25)9-10-20-21-14-24-29(23(34)16-31,26(21,2)15-22(33)28(20,25)30)36-27(3,35-24)17-7-5-4-6-8-17/h4-8,11-13,20-22,24,31,33H,9-10,14-16H2,1-3H3/t20-,21-,22-,24+,25-,26-,27+,28-,29+/m0/s1";"False";"0"
"CHEMBL2107076";"PEXANTEL";"PEXANTEL";"";"2.0";"";"'-antel'";"";"anthelmintics (undefined group)";"'-antel(-antel)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN1CCN(C(=O)C2CCCCC2)CC1";"InChI=1S/C12H22N2O/c1-13-7-9-14(10-8-13)12(15)11-5-3-2-4-6-11/h11H,2-10H2,1H3";"False";"0"
"CHEMBL1185703";"ENOXAMAST";"ENOXAMAST";"";"2.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines)";"'-ast(-ast)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(O)C(=O)Nc1nc(-c2ccc3c(c2)OCCO3)cs1";"InChI=1S/C13H10N2O5S/c16-11(12(17)18)15-13-14-8(6-21-13)7-1-2-9-10(5-7)20-4-3-19-9/h1-2,5-6H,3-4H2,(H,17,18)(H,14,15,16)";"False";"0"
"CHEMBL1200939";"AMMONIUM CHLORIDE";"AMMONIUM CHLORIDE|AMMONIUM CHLORIDE ((NH4)CL)|AMMONIUM MURIATE|AMMONIUM MURIATICUM|AMOKLOR|CATALYST RD|CHLORAMMONIC|DARAMMON|E 510|E-510|E510|FEMA NO. 4494|INS NO.510|INS-510|SAL AMMONIAC|SALAMMONIACUS|TUSSI AMMON CO";"FEMA NO. 4494";"4.0";"B Braun Medical Inc|Gd Searle Llc|Hospira Inc|Mcgaw Inc|Abbott Laboratories Pharmaceutical Products Div";"'-ium; -onium'";"";"quaternary ammonium derivatives; quaternary ammonium derivatives";"'-ium(-ium); -onium(-onium)'";"1982";"B05XA04 | G04BA01";"B05XA - Electrolyte solutions | G04BA - Acidifiers";"B05X - I.V. SOLUTION ADDITIVES | G04B - UROLOGICALS";"B05 - BLOOD SUBSTITUTES AND PERFUSION SOLUTIONS | G04 - UROLOGICALS";"B - BLOOD AND BLOOD FORMING ORGANS | G - GENITO URINARY SYSTEM AND SEX HORMONES";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"Cl.N";"InChI=1S/ClH.H3N/h1H;1H3";"False";"0"
"CHEMBL2105430";"TOBICILLIN";"TOBICILLIN|TOBICILLINA|TOBICILLINE";"";"2.0";"";"'-cillin'";"";"penicillins";"'-cillin(-cillin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CC(C)C(=O)OCc1cccc(OC(=O)[C@@H]2N3C(=O)[C@@H](NC(=O)Cc4ccccc4)[C@H]3SC2(C)C)c1";"InChI=1S/C27H30N2O6S/c1-16(2)25(32)34-15-18-11-8-12-19(13-18)35-26(33)22-27(3,4)36-24-21(23(31)29(22)24)28-20(30)14-17-9-6-5-7-10-17/h5-13,16,21-22,24H,14-15H2,1-4H3,(H,28,30)/t21-,22+,24-/m1/s1";"False";"0"
"CHEMBL2107472";"PHENCARBAMIDE";"ESCORPAL|FENCARBAMIDA|FENCARBAMIDE|PHENCARBAMIDE";"";"2.0";"";"";"1962";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCN(CC)CCSC(=O)N(c1ccccc1)c1ccccc1";"InChI=1S/C19H24N2OS/c1-3-20(4-2)15-16-23-19(22)21(17-11-7-5-8-12-17)18-13-9-6-10-14-18/h5-14H,3-4,15-16H2,1-2H3";"False";"0"
"CHEMBL2104103";"CLOCAPRAMINE";"CLOCAPRAMINA|CLOCAPRAMINE";"";"2.0";"";"'-pramine'";"";"antidepressants (imipramine type)";"'-pramine(-pramine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)C1(N2CCCCC2)CCN(CCCN2c3ccccc3CCc3ccc(Cl)cc32)CC1";"InChI=1S/C28H37ClN4O/c29-24-12-11-23-10-9-22-7-2-3-8-25(22)33(26(23)21-24)18-6-15-31-19-13-28(14-20-31,27(30)34)32-16-4-1-5-17-32/h2-3,7-8,11-12,21H,1,4-6,9-10,13-20H2,(H2,30,34)";"False";"0"
"CHEMBL435951";"MITOZOLOMIDE";"MITOZOLOMIDA|MITOZOLOMIDE|NSC-353451";"NSC-353451";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)c1ncn2c(=O)n(CCCl)nnc12";"InChI=1S/C7H7ClN6O2/c8-1-2-14-7(16)13-3-10-4(5(9)15)6(13)11-12-14/h3H,1-2H2,(H2,9,15)";"False";"0"
"CHEMBL7797";"INDACRINONE";"INDACRINIC ACID|INDACRINONA|INDACRINONE|MK-196";"MK-196";"2.0";"";"'-rinone'";"1979";"cardiotonics (amrinone type)";"'-rinone(-rinone)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC1(c2ccccc2)Cc2cc(OCC(=O)O)c(Cl)c(Cl)c2C1=O";"InChI=1S/C18H14Cl2O4/c1-18(11-5-3-2-4-6-11)8-10-7-12(24-9-13(21)22)15(19)16(20)14(10)17(18)23/h2-7H,8-9H2,1H3,(H,21,22)";"False";"0"
"CHEMBL65547";"PSILOCIN";"4-HO-DMT|PSILOCYN|Psilocin";"";"2.0";"";"'deu-'";"";"deuterated compounds";"'deu-(deu-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CN(C)CCc1c[nH]c2cccc(O)c12";"InChI=1S/C12H16N2O/c1-14(2)7-6-9-8-13-10-4-3-5-11(15)12(9)10/h3-5,8,13,15H,6-7H2,1-2H3";"False";"0"
"CHEMBL204694";"BEFETUPITANT";"BEFETUPITANT|RO 67-5930|RO-67-5930|RO-675930";"RO 67-5930|RO-67-5930|RO-675930";"2.0";"";"'-tant'";"2005";"tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists";"'-tant(-tant (-pitant))'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"Cc1ccccc1-c1cc(N2CCOCC2)ncc1N(C)C(=O)C(C)(C)c1cc(C(F)(F)F)cc(C(F)(F)F)c1";"InChI=1S/C29H29F6N3O2/c1-18-7-5-6-8-22(18)23-16-25(38-9-11-40-12-10-38)36-17-24(23)37(4)26(39)27(2,3)19-13-20(28(30,31)32)15-21(14-19)29(33,34)35/h5-8,13-17H,9-12H2,1-4H3";"False";"0"
"CHEMBL1796999";"CYCLOPROPANE";"CICLOPROPANO|CYCLOPROPANE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"C1CC1";"InChI=1S/C3H6/c1-2-3-1/h1-3H2";"False";"0"
"CHEMBL290578";"CAMBENDAZOLE";"CAMBENDAZOL|CAMBENDAZOLE|CAMDAN|CAMVET|NSC-377071";"NSC-377071";"2.0";"";"'-bendazole'";"1970";"anthelmintics (thiabendazole type)";"'-bendazole(-bendazole)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(C)OC(=O)Nc1ccc2[nH]c(-c3cscn3)nc2c1";"InChI=1S/C14H14N4O2S/c1-8(2)20-14(19)16-9-3-4-10-11(5-9)18-13(17-10)12-6-21-7-15-12/h3-8H,1-2H3,(H,16,19)(H,17,18)";"False";"0"
"CHEMBL293802";"ARPROMIDINE";"ARPROMIDINA|ARPROMIDINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"N=C(NCCCc1c[nH]cn1)NCCC(c1ccc(F)cc1)c1ccccn1";"InChI=1S/C21H25FN6/c22-17-8-6-16(7-9-17)19(20-5-1-2-11-25-20)10-13-27-21(23)26-12-3-4-18-14-24-15-28-18/h1-2,5-9,11,14-15,19H,3-4,10,12-13H2,(H,24,28)(H3,23,26,27)";"False";"0"
"CHEMBL285913";"TREQUINSIN";"TREQUINSIN|TREQUINSINA|TREQUINSINE";"";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc2c(cc1OC)-c1c/c(=N\c3c(C)cc(C)cc3C)n(C)c(=O)n1CC2";"InChI=1S/C24H27N3O3/c1-14-9-15(2)23(16(3)10-14)25-22-13-19-18-12-21(30-6)20(29-5)11-17(18)7-8-27(19)24(28)26(22)4/h9-13H,7-8H2,1-6H3/b25-22+";"False";"0"
"CHEMBL1079576";"PHENPROBAMATE";"FENPROBAMATO|MH-532|NSC-44682|NSC-50538|NSC-64270|PHENPROBAMATE|SPANTOL";"MH-532|NSC-44682|NSC-50538|NSC-64270";"2.0";"";"'-bamate'";"";"tranquilizers/antiepileptics (propanediol and pentanediol groups)";"'-bamate(-bamate)'";"";"M03BA51 | M03BA01 | M03BA71";"M03BA - Carbamic acid esters | M03BA - Carbamic acid esters | M03BA - Carbamic acid esters";"M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS | M03B - MUSCLE RELAXANTS, CENTRALLY ACTING AGENTS";"M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS | M03 - MUSCLE RELAXANTS";"M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"NC(=O)OCCCc1ccccc1";"InChI=1S/C10H13NO2/c11-10(12)13-8-4-7-9-5-2-1-3-6-9/h1-3,5-6H,4,7-8H2,(H2,11,12)";"False";"0"
"CHEMBL2111163";"TIPRENOLOL";"TIPRENOLOL";"";"2.0";"";"'-olol'";"1970";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CSc1ccccc1OCC(O)CNC(C)C";"InChI=1S/C13H21NO2S/c1-10(2)14-8-11(15)9-16-12-6-4-5-7-13(12)17-3/h4-7,10-11,14-15H,8-9H2,1-3H3";"False";"0"
"CHEMBL3545187";"VERDINEXOR";"KPT-335|VERDINEXOR";"KPT-335";"2.0";"";"'-nexor'";"2015";"exportin 1 inhibitors";"'-nexor(-nexor)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(/C=C\n1cnc(-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)n1)NNc1ccccn1";"InChI=1S/C18H12F6N6O/c19-17(20,21)12-7-11(8-13(9-12)18(22,23)24)16-26-10-30(29-16)6-4-15(31)28-27-14-3-1-2-5-25-14/h1-10H,(H,25,27)(H,28,31)/b6-4-";"False";"0"
"CHEMBL2110907";"ETOFORMIN";"ETOFORMIN|ETOFORMINA|ETOFORMINE";"";"2.0";"";"'-formin'";"1975";"hypoglycemics (phenformin type)";"'-formin(-formin)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCCCN/C(=N\CC)NC(=N)N";"InChI=1S/C8H19N5/c1-3-5-6-12-8(11-4-2)13-7(9)10/h3-6H2,1-2H3,(H5,9,10,11,12,13)";"False";"0"
"CHEMBL1697839";"GUANCYDINE";"CL 2422|CL-2422|GUANCIDINA|GUANCIDINE|GUANCYDINE";"CL 2422|CL-2422";"2.0";"";"'guan-'";"1967";"antihypertensives (guanidine derivatives)";"'guan-(guan-)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCC(C)(C)N/C(N)=N/C#N";"InChI=1S/C7H14N4/c1-4-7(2,3)11-6(9)10-5-8/h4H2,1-3H3,(H3,9,10,11)";"False";"0"
"CHEMBL2106626";"ACREOZAST";"ACREOZAST|ADEOZAST";"";"2.0";"";"'-ast'";"";"antiasthmatics/antiallergics (not acting primarily as antihistamines)";"'-ast(-ast)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CC(=O)OCC(=O)Nc1cc(C#N)cc(NC(=O)COC(C)=O)c1Cl";"InChI=1S/C15H14ClN3O6/c1-8(20)24-6-13(22)18-11-3-10(5-17)4-12(15(11)16)19-14(23)7-25-9(2)21/h3-4H,6-7H2,1-2H3,(H,18,22)(H,19,23)";"False";"0"
"CHEMBL70566";"EPTAZOCINE";"EPTAZOCINA|EPTAZOCINE";"";"2.0";"";"'-azocine'";"";"narcotic antagonists/agonists (6,7-benzomorphan derivatives)";"'-azocine(-azocine)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"0";"0";"Unknown";"CN1CC[C@]2(C)C[C@@H](Cc3ccc(O)cc32)C1";"InChI=1S/C15H21NO/c1-15-5-6-16(2)10-11(9-15)7-12-3-4-13(17)8-14(12)15/h3-4,8,11,17H,5-7,9-10H2,1-2H3/t11-,15-/m1/s1";"False";"0"
"CHEMBL2110995";"PIMINODINE";"ANOPRIDINE|CIMADON|IDS-NP-012|PIMADIN|PIMADIN (ANALGESIC)|PIMADINE|PIMINODINA|PIMINODINE";"IDS-NP-012";"2.0";"";"";"";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1";"InChI=1S/C23H30N2O2/c1-2-27-22(26)23(20-10-5-3-6-11-20)14-18-25(19-15-23)17-9-16-24-21-12-7-4-8-13-21/h3-8,10-13,24H,2,9,14-19H2,1H3";"False";"0"
"CHEMBL1418182";"CAPOBENIC ACID";"ACIDE CAPOBENIQUE|ACIDO CAPOBENICO|C-3|CAPOBENIC ACID|NSC-230936|NSC-759126";"C-3|NSC-230936|NSC-759126";"2.0";"";"";"1971";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"COc1cc(C(=O)NCCCCCC(=O)O)cc(OC)c1OC";"InChI=1S/C16H23NO6/c1-21-12-9-11(10-13(22-2)15(12)23-3)16(20)17-8-6-4-5-7-14(18)19/h9-10H,4-8H2,1-3H3,(H,17,20)(H,18,19)";"False";"0"
"CHEMBL1190753";"DIMEFADANE";"DIMEFADANE|DIMEFADANO|SK&F 1340|SK&F-1340|SKF-1340";"SK&F 1340|SK&F-1340|SKF-1340";"2.0";"";"";"1963";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CN(C)C1CC(c2ccccc2)c2ccccc21";"InChI=1S/C17H19N/c1-18(2)17-12-16(13-8-4-3-5-9-13)14-10-6-7-11-15(14)17/h3-11,16-17H,12H2,1-2H3";"False";"0"
"CHEMBL2105199";"OCINAPLON";"CL 273,547|CL-273547|OCINAPLON|OCINAPLONE";"CL 273,547|CL-273547";"2.0";"";"'-plon'";"1994";"non-benzodiazepine anxiolytics, sedatives, hypnotics";"'-plon(-plon)'";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C(c1ccccn1)c1cnn2c(-c3ccncc3)ccnc12";"InChI=1S/C17H11N5O/c23-16(14-3-1-2-7-19-14)13-11-21-22-15(6-10-20-17(13)22)12-4-8-18-9-5-12/h1-11H";"False";"0"
"CHEMBL313458";"CARSATRIN";"CARSATRIN|CARSATRINA|CARSATRINE";"";"2.0";"";"";"1992";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"OC(CSc1ncnc2[nH]cnc12)CN1CCN(C(c2ccc(F)cc2)c2ccc(F)cc2)CC1";"InChI=1S/C25H26F2N6OS/c26-19-5-1-17(2-6-19)23(18-3-7-20(27)8-4-18)33-11-9-32(10-12-33)13-21(34)14-35-25-22-24(29-15-28-22)30-16-31-25/h1-8,15-16,21,23,34H,9-14H2,(H,28,29,30,31)";"False";"0"
"CHEMBL315108";"AZUMOLENE";"AZUMOLENE|AZUMOLENO";"";"2.0";"";"";"1987";"";"";"";"";"";"";"";"";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"0";"0";"0";"0";"Unknown";"O=C1CN(/N=C/c2ncc(-c3ccc(Br)cc3)o2)C(=O)N1";"InChI=1S/C13H9BrN4O3/c14-9-3-1-8(2-4-9)10-5-15-12(21-10)6-16-18-7-11(19)17-13(18)20/h1-6H,7H2,(H,17,19,20)/b16-6+";"False";"0"
